id,observed_on,latitude,longitude
127797,2012-08-10,37.1834067442,-122.394981637
129165,2012-07-09,-0.5833333,130.6
130416,2012-07-08,-0.3166667,130.1333333
130429,2012-10-05,22.430131101,114.2363485251
131222,2012-10-07,48.5387285,-123.0176504
131717,2012-07-07,-0.5,130.0
135174,2012-10-13,19.415434,-155.908283
138575,2012-10-12,48.5443817623,-123.0121460201
141242,2012-10-28,33.709793,-118.299698
149534,2007-03-11,15.161082,145.762003
152447,2012-11-24,34.046127,-118.929709
153191,2012-11-25,37.2111909745,-122.4055480957
153889,2012-11-15,41.31,-70.4
160312,2010-08-24,-0.2619838,-90.7152749
162192,2012-11-23,36.2382678791,-121.8134236336
163018,2012-12-15,21.3531611,-158.1302859
169081,2012-12-28,25.1995049178,-80.3464508057
172740,2012-11-28,0.6111777853,9.3193000183
172741,2012-11-28,0.6111777853,9.3193000183
174267,2008-09-21,-8.587188,119.495201
174409,2013-01-06,39.4900243805,-123.8026571274
176403,2012-05-26,9.532098,-79.667381
186312,2011-06-03,21.0613789204,-86.7789191008
200523,2013-02-17,21.291294,-157.857721
201405,2013-02-17,33.707186,-118.285673
201410,2013-02-17,33.706873,-118.285914
204773,2013-02-11,-0.309721,-91.420211
211848,2013-03-07,37.4951190232,-122.4985489841
213832,2011-11-23,19.421566,-155.912586
216320,2011-11-12,19.579089,-155.967566
216764,2010-03-21,21.8724181956,-159.4554640267
216904,2013-03-07,37.4948333333,-122.4986666667
223112,2013-03-23,34.4075,-119.877
224121,2013-03-20,25.2602216385,-112.1391677856
226071,2011-02-15,35.5680641893,-121.1106778529
227167,2013-03-29,47.7142084349,-122.3787689209
245341,2008-04-17,-5.2506675822,39.6888881284
249377,2013-04-28,48.166197,-123.706862
249588,2013-04-28,48.100869,-123.432899
264676,2013-05-11,21.353201,-158.131187
268737,2012-11-04,-21.267462,-159.736267
271802,2013-04-19,1.4644466667,125.2301883333
281865,2013-05-29,37.5941722222,-122.5211916667
283795,2013-04-24,1.5934166667,124.78
286013,2013-05-15,50.724863,-2.92923
289106,2013-05-30,33.70626,-118.287532
301631,2008-11-09,30.269329,-112.855324
301804,2012-01-09,20.2858333333,-87.3766638889
301805,2012-01-09,20.2858333333,-87.3766638889
303075,2013-06-17,17.9701666667,-67.0456666667
308577,2013-06-16,17.865,-101.7835
310900,2011-10-11,4.466355,73.660841
310901,2011-10-11,4.465622,73.66118
314505,2013-06-26,37.111111,-122.329866
316742,2013-06-29,29.263471,-89.962037
317093,2013-06-24,24.824026,-80.813678
325965,2006-12-18,11.0307166667,-85.74495
326283,2011-06-08,16.815675,-88.081341
326403,2011-06-06,16.81589,-88.082199
327163,2013-06-28,29.3695533333,-94.749005
327309,2012-06-05,16.817661,-88.081319
327469,2005-12-15,17.779314,-64.745625
349970,2013-07-29,22.42783,114.233605
352373,2009-11-15,21.589471,-106.611371
364544,1992-08-07,19.32217,-81.240869
383448,2013-07-16,1.45004,125.223885
389548,2013-07-17,1.450727,125.225945
390095,2013-09-06,33.513372,-117.758115
390480,2013-07-02,9.0925347664,-81.5299870613
395972,2013-07-17,1.449011,125.224571
401448,2013-09-16,32.843826,-117.280292
411523,2013-09-07,33.737223,-118.373521
424086,2013-10-06,21.353161,-158.130286
424698,2013-09-06,-8.711953,115.250959
429507,2013-10-13,21.353161,-158.130286
430407,2013-06-28,23.310493,-106.48196
431127,2013-10-16,37.523702,-122.517974
433500,2013-10-18,37.227361,-122.410977
437188,2013-10-15,17.630935,-63.230867
439526,2002-08-12,41.384408,-71.52722
439746,2012-07-03,17.638245,-63.241689
440313,2013-10-12,-17.41118,178.7902883333
440315,2013-10-12,-17.41118,178.7902883333
440499,2012-07-03,17.625358,-63.259859
445731,2013-09-18,17.643582,-63.229569
447521,2011-02-07,8.710595,-83.886127
448972,2012-10-10,-0.0696138889,-80.1653138889
448977,2012-10-10,-0.0639083333,-80.1571083333
453591,2013-05-13,17.736948,-88.027782
460075,2013-04-19,20.422984,-86.922343
460193,2013-11-16,38.417714,-123.107906
460336,2013-11-11,20.900332,-105.416812
460765,2013-11-15,20.870521,-105.444288
463669,2012-07-05,17.618063,-63.260219
464105,2005-07-17,32.924535,-117.259744
466051,2013-11-23,37.8069583333,-122.4254
470991,2013-11-29,39.489817,-123.800404
471117,2013-11-29,39.490033,-123.800855
472226,2013-12-01,37.495236,-122.496329
472814,2013-11-17,37.498088,-122.467361
475633,2013-11-29,39.129934,-123.719943
475640,2013-11-29,39.129605,-123.719724
475653,2013-11-30,39.129425,-123.719715
477020,2013-12-05,36.97172,-121.949352
481161,2010-10-04,-17.215805,178.6262833333
481521,2013-11-05,-18.769167,-174.020278
481533,2013-11-05,-18.769445,-174.018334
481538,2013-11-05,-18.767223,-174.016389
484802,2003-09-05,25.27528,-78.117428
488811,2013-12-28,18.3256366667,-65.3029033333
490309,2013-07-20,-0.583333,130.6
491758,2014-01-01,37.521156,-122.51648
493594,2013-11-17,19.421238,-155.912764
494318,2014-01-03,18.315404,-65.22764
496746,2013-07-16,34.673876,-76.857605
499396,2014-01-11,32.672616,-117.244377
500680,2014-01-10,25.95627,-81.751027
504224,2014-01-17,35.289448,-120.883458
507182,2014-01-14,4.598327,73.649597
508121,2014-01-14,4.64013,73.554675
512485,2008-03-10,20.65668,-156.442485
515583,2014-01-29,37.494063,-122.497004
526952,2014-02-10,24.567343,-81.671677
543340,2014-02-24,23.308207,-106.493225
544309,2014-02-14,20.6917722222,-156.44455
544320,2014-02-15,20.865602,-156.145693
544324,2014-02-15,20.865501,-156.145564
547525,2014-02-13,20.691839,-156.444872
548264,2014-03-01,37.865402,-122.308345
550316,2014-02-14,20.691648,-156.444668
552124,2014-02-18,7.282925,134.2645666667
555165,2014-02-20,7.0713583333,134.2517083333
555304,2013-05-11,19.1752,-96.092083
557858,2007-07-06,12.857212,120.747926
557859,2007-07-06,12.857212,120.747926
560329,2014-02-22,6.98018,134.2224533333
560870,2014-03-10,-4.647509,39.383049
562604,2014-02-25,7.1007916667,134.2472283333
564241,2006-07-18,48.519981,-123.013294
565942,2014-03-08,38.304886,-123.065302
566075,2013-08-18,29.045739,-95.158666
567480,2014-02-28,7.3219866667,134.2196416667
567844,2014-02-25,18.303012,-65.300991
568388,2006-08-15,48.519981,-123.013294
569106,2014-02-20,-0.95,100.353056
569109,2014-02-20,-0.95,100.353056
580510,2014-03-23,48.143391,-122.773493
581821,2014-03-23,37.494269,-122.498782
582271,2014-02-23,-0.95,100.353056
583546,2014-03-21,37.4953847222,-122.4974480556
584693,2014-02-15,-18.63063,-174.05777
591834,2014-03-28,37.873996,-122.600469
591837,2014-03-28,37.874113,-122.600767
592979,2014-03-28,37.8744249722,-122.6013944444
594199,2014-03-29,,
594201,2014-03-29,,
600897,2014-03-28,35.63715,-121.1706466667
604344,2014-04-01,48.143391,-122.777957
629777,2014-04-17,37.4951472222,-122.4992611111
634249,2014-04-20,37.150286,-122.360943
634693,2014-04-20,21.287135,-157.865553
638678,2014-03-20,9.93619,-85.668373
642766,2014-04-17,37.494031,-122.498524
655820,2014-05-03,48.459094,-123.02445
658355,2014-05-04,48.468355,-123.002372
658358,2014-05-04,48.468355,-123.002372
665659,2014-03-01,-17.4846666667,-149.8275
677981,2014-05-14,48.024556,-122.723286
684632,2014-05-18,35.445645,-120.947066
695030,2014-05-20,37.495478,-122.497988
707645,2014-05-30,37.4945305556,-122.499175
707655,2014-05-30,37.4950222222,-122.4994722222
708949,2014-05-31,37.8993333333,-122.7125
710039,2011-12-30,-14.662647,145.662231
710084,2006-07-15,55.150628,165.846863
711269,2014-06-01,37.495075,-122.4993055556
717110,2014-05-19,-8.6278216667,119.7063216667
724477,2012-12-05,-14.644711,145.818787
730430,2014-05-24,-8.437795,119.5770216667
732967,2014-05-25,-8.447175,119.568157
732970,2014-05-25,-8.447175,119.568157
733729,2014-06-12,37.494575,-122.499855
734014,2006-12-20,13.4157953262,144.7863769531
734022,2006-12-20,13.4819096854,144.6439969773
734085,2010-02-23,13.4236666667,144.663
734663,2014-06-12,48.167333,-123.706343
735403,2014-06-13,37.4946222222,-122.4993138889
735409,2014-06-13,37.4946222222,-122.4993138889
736570,2014-06-14,37.495055,-122.4979383333
739643,2014-06-16,41.1432568962,-73.2332713903
739783,2014-05-21,21.495356,-86.794413
739849,2014-06-14,38.5627533333,-123.3236833333
740833,2014-06-16,48.143473,-122.778402
741172,2014-05-27,-8.1269616667,119.0708416667
741821,2014-06-17,37.494065,-122.499597
743702,2014-06-18,38.252904,-122.965188
743852,2007-12-04,-10.464033,105.707796
744036,2007-12-03,-10.4062142861,105.5188836504
750022,2014-06-22,37.5961,-122.5078666667
751179,2014-06-20,44.135636,-124.125303
756610,2014-06-27,37.4952916667,-122.4977722222
761312,2014-06-30,26.0686666667,-97.163
763557,2014-06-30,36.638848,-121.930233
776813,2010-06-12,13.3305995005,144.6503565181
776904,2013-08-29,29.305571,-94.770634
780287,2014-07-02,42.976504,-70.613001
780288,2014-07-02,42.9778,-70.613959
781318,2014-07-13,37.494128,-122.49942
781407,2014-07-13,37.4879501,-122.4543182
781460,2014-07-13,37.5011971,-122.4724689
781836,2014-07-13,37.4932222222,-122.4994555556
781846,2014-07-13,37.4951416667,-122.4980638889
782434,2014-07-12,37.027227,-122.221036
793109,2012-02-28,18.346967,-64.772608
800368,2014-07-24,48.143525,-122.77455
800403,2014-07-24,48.143525,-122.77455
802278,2014-07-19,21.434356,-158.215559
803355,2014-07-26,21.652192,-158.06432
805250,2014-07-25,43.560084,-70.27977
807701,2014-07-28,48.143625,-122.773435
824592,2014-08-09,32.669061274,-117.2448505959
826450,2013-09-21,1.378431,103.950571
829271,2014-08-09,47.5734666667,-122.417245
830368,2014-08-05,44.3624333333,-68.3237533333
833238,2014-08-13,38.313528,-123.039724
833503,2014-08-07,18.356073,-64.922891
847556,2014-06-13,37.493909,-122.499142
851705,2014-08-27,37.4952,-122.4985416667
851710,2014-08-27,37.4952194444,-122.4985111111
858405,2012-09-22,23.44427,-110.243468
859009,2014-08-30,17.9151966667,-66.2256383333
859930,2014-09-02,41.38076,-70.796456
862699,2004-08-27,27.742643,-83.537238
862776,2010-03-29,27.742643,-83.537238
862779,2010-03-31,27.742643,-83.537238
869409,2013-12-31,47.24728,-122.553327
873618,2010-02-22,18.604601,94.680176
874072,2014-09-11,58.363439,-135.726783
874795,2014-09-08,35.447226,-120.924054
875532,2014-09-12,21.590846,-158.120749
881005,2014-07-06,-16.920334,145.77086
888775,2014-01-04,2.968452,-78.184943
888786,2014-01-04,2.968452,-78.184943
889141,2014-09-21,48.024162,-122.723311
889552,2014-09-08,35.447226,-120.924054
894035,2011-01-22,1.351685,103.997635
900949,2012-10-19,41.529142,-70.627327
901022,2014-09-28,18.3576666667,-65.6255
905375,2014-10-01,38.309626,-122.992909
905877,2014-09-29,18.344448,-65.568482
907004,2011-02-23,27.715294,-97.321197
914877,2014-10-08,38.3166116667,-123.0711888333
915336,2014-10-08,38.316569,-123.071158
915337,2014-10-08,38.31655948,-123.07121865
915338,2014-10-08,38.31656899,-123.07115797
917466,2009-07-26,24.221506,-110.339813
920751,2014-10-12,44.2475136105,-68.0399026515
958998,2013-04-14,-41.2967999706,174.8347038031
958999,2013-04-14,-41.2967999706,174.8347038031
971010,2013-09-07,-43.477136,172.72278
979060,2013-12-03,,
986482,2014-02-15,-43.097585,172.893899
986498,2014-02-15,-43.097718,172.893742
990990,2013-07-24,-14.0309821284,-171.4729151328
1015325,2014-08-17,-19.1932769025,-169.8730495348
1018783,2014-10-09,22.101526,88.800632
1018789,2014-10-11,37.896521,-122.70949
1019426,2014-10-11,36.6020283333,-121.89049
1020950,2007-07-15,20.215529,-87.429307
1029745,2014-03-18,20.582048,-156.397843
1034771,2014-10-24,-20.266918,148.695701
1034849,2014-10-24,-20.27,148.6947466667
1034867,2014-10-24,-20.270855,148.695849
1034875,2014-10-24,-20.2701324507,148.6954492597
1036414,2014-10-25,-20.2716720058,148.6957272795
1036630,2014-10-25,34.648222,135.148047
1040898,2014-10-27,41.384279,-70.774612
1047179,2014-10-24,-20.276456,148.700115
1050255,2014-08-31,17.971477,-66.86871
1056090,2013-12-01,32.66932,-117.245727
1057106,2014-09-07,18.486333,-66.825454
1060898,2014-08-10,18.376859,-65.645192
1061952,2014-11-08,-36.676797,174.748697
1085853,2014-11-20,33.711437,-118.283627
1097865,2014-07-17,33.579965,-117.853828
1102148,2014-11-26,31.567453,-116.683903
1102944,2014-11-25,33.707104,-118.285673
1103666,2014-11-30,33.737974,-118.375567
1103766,2014-11-24,20.798363,-156.331925
1103866,2008-06-04,36.6272,-121.9413
1103872,2008-08-01,36.5439,-121.9342
1103878,2008-08-01,36.5439,-121.9342
1103881,2009-06-10,36.5439,-121.9342
1103884,2009-01-10,36.5439,-121.9342
1103887,2009-04-28,36.5439,-121.9342
1103895,2010-07-12,36.6272,-121.9413
1103896,1975-06-01,36.5247,-121.9309
1103898,1975-10-19,36.6092,-121.8917
1103900,1978-09-04,36.5247,-121.9309
1103901,1988-07-01,36.5439,-121.9342
1103902,1974-07-21,36.5439,-121.9342
1103904,1972-12-20,36.6272,-121.9413
1103905,1974-05-25,36.6368,-121.9328
1103908,1973-12-09,36.6272,-121.9413
1103913,1974-03-04,36.5439,-121.9342
1103954,1975-06-08,36.6092,-121.8917
1104058,1975-10-16,36.5247,-121.9309
1104209,1978-10-07,36.6092,-121.8917
1104230,1982-05-25,36.6347,-121.9385
1104347,1973-12-09,36.6272,-121.9413
1104355,1978-08-17,36.6092,-121.8917
1104360,1973-04-09,36.5439,-121.9342
1104363,1974-05-25,36.6368,-121.9328
1104365,1972-12-20,36.6272,-121.9413
1104376,1985-06-04,36.5439,-121.9342
1104380,1976-05-06,36.5247,-121.9309
1104393,1973-12-09,36.6272,-121.9413
1104395,2014-08-11,35.2862183333,-120.884585
1104400,1972-05-17,36.5439,-121.9342
1104486,2014-08-11,35.2862183333,-120.884585
1105676,1972-05-15,36.6272,-121.9413
1105686,1972-05-15,36.6272,-121.9413
1105688,1975-10-04,36.5247,-121.9309
1105705,1985-06-05,36.5439,-121.9342
1105713,1973-04-07,36.6272,-121.9413
1105716,1972-05-15,36.6272,-121.9413
1105726,1982-05-25,36.6347,-121.9385
1105730,1975-06-12,36.6272,-121.9413
1105742,1988-07-01,36.5439,-121.9342
1105769,1974-07-12,36.6368,-121.9328
1105798,1974-04-16,36.61846,-121.89443
1105802,1974-05-25,36.6368,-121.9328
1105806,1973-03-14,36.6272,-121.9413
1105811,1976-01-17,36.5247,-121.9309
1105815,1972-05-17,36.5439,-121.9342
1105832,1972-04-26,36.6092,-121.8917
1105837,1978-10-07,36.6092,-121.8917
1105864,1976-04-24,36.6092,-121.8917
1105991,2007-10-26,37.1829,-122.3866
1106010,2008-03-05,36.5439,-121.9342
1106021,2010-01-28,36.5439,-121.9342
1106027,2010-01-28,36.5439,-121.9342
1106071,2007-12-22,36.5439,-121.9342
1106074,2010-03-24,37.02475,-122.21904
1106078,2010-03-24,37.02475,-122.21904
1106080,2010-03-24,37.02475,-122.21904
1106087,2009-02-07,36.5439,-121.9342
1106092,2008-07-04,36.5439,-121.9342
1106713,2014-11-01,-35.060275,150.674676
1107001,2014-12-01,37.494473,-122.499061
1109813,2014-12-01,33.705019,-118.29396
1110123,2014-11-25,33.706555,-118.286073
1111003,2008-05-24,4.283418946,73.5411071777
1113753,2014-08-12,35.2896733333,-120.8835883333
1113765,2014-08-12,35.2896733333,-120.8835883333
1113770,2014-08-12,35.2896733333,-120.8835883333
1115721,2014-12-05,33.7069633333,-118.28592
1116373,2014-12-05,33.711437,-118.283627
1116834,2014-11-25,33.711437,-118.283627
1117008,2014-12-05,33.705019,-118.29396
1117131,2014-12-06,37.494905,-122.4991433333
1118431,2014-12-05,33.706892,-118.286723
1119067,2014-12-06,33.707875,-118.285034
1119325,2014-12-07,33.705019,-118.29396
1119532,2014-11-25,33.705019,-118.29396
1121574,2014-11-25,33.711437,-118.283627
1122203,2014-11-28,17.956264,-87.946243
1127254,2014-11-22,-9.01853,158.7309033333
1127317,2014-11-22,-9.01853,158.7309033333
1132683,1972-03-22,36.6092,-121.8917
1148940,2014-11-21,-19.1770454776,-169.9514512446
1150366,2014-10-22,-13.554554,47.974205
1151415,2014-12-29,-41.345805,174.787722
1153253,2014-12-30,37.227361,-122.410977
1158220,2006-11-26,9.394058,-84.156218
1158318,2015-01-02,47.247106,-122.553499
1158932,2014-12-26,15.6832083333,-96.3641533333
1158940,2014-12-26,15.6831516667,-96.3640866667
1166622,2015-01-08,-32.7043855,152.0662335
1166623,2015-01-08,-32.7300185,152.1171742
1168003,2015-01-02,-41.047137,173.021012
1181917,2014-12-21,-32.7052583333,17.9768611111
1183352,2015-01-18,21.276056,-157.685238
1183767,2015-01-17,32.668742,-117.24504
1184934,2015-01-17,57.16194,-135.746727
1187850,2014-05-21,24.528739,-110.370031
1188218,2015-01-21,37.440219,-122.443587
1190288,2014-05-03,17.2,-87.533333
1190305,2014-05-03,17.2,-87.533333
1195183,2015-01-24,-37.582905,149.7388616667
1196303,2012-03-04,-0.765714,-89.458054
1196530,2015-01-02,-41.297006,174.835385
1197462,2015-01-27,20.4884126,-105.44561269
1199465,2014-03-01,-17.4879972222,-149.8184055556
1199474,2014-03-01,-17.4879972222,-149.8184055556
1206210,2015-01-27,20.4884126,-105.44561269
1213829,2013-01-29,12.282981,-69.051475
1236025,2015-01-16,0.8172366667,-80.0062722167
1236054,2015-02-14,38.415678,-123.105114
1236588,2015-02-15,18.483833,-66.844899
1236789,2015-02-15,37.0459527778,-122.2377305556
1237784,2015-02-14,18.492778,-66.641917
1238179,2013-07-19,18.303012,-65.300991
1238760,2015-02-16,37.0417471667,-122.233405
1238771,2015-02-16,37.0420783333,-122.23307
1238855,2015-02-16,37.043456,-122.234748
1239659,2014-12-31,37.4960583333,-122.4996722222
1239661,2014-12-31,37.4960277778,-122.4997333333
1241260,2015-02-14,18.38271,-65.622368
1241574,2015-02-14,18.382384,-65.621595
1241964,2015-02-14,17.954058,-67.191353
1241986,2015-02-14,17.9908125849,-67.1588927304
1242183,2015-02-14,35.3666033333,-120.8692166667
1248678,2015-02-20,32.8503126326,-117.3362366493
1249144,2015-02-19,33.4598305556,-117.7146388889
1253073,2014-07-27,36.238234,-121.816696
1254304,2006-08-10,41.904257,-69.978919
1254448,2006-03-19,15.414999,-61.370976
1254808,2010-11-24,15.95493,-86.500918
1254943,2015-02-21,6.1375733333,80.0981966667
1264958,2014-03-06,58.912,6.0789
1267329,2015-02-23,-39.07531,174.012194
1268669,2015-03-01,29.710837,-81.231575
1273912,2005-12-30,18.26993,-103.336045
1279669,2015-03-07,37.227361,-122.410977
1280305,2015-02-15,37.0420944444,-122.2334277778
1288408,2015-03-12,33.385897,-117.595048
1293552,2015-03-14,57.01418937,-135.15049965
1293868,2015-03-14,21.289436,-157.86184
1295971,2015-03-15,57.03869565,-135.3902103
1295978,2015-03-15,57.038577,-135.389781
1295979,2015-03-15,57.04112788,-135.38835778
1300746,2015-03-16,32.8506883333,-117.2729033333
1308321,2015-03-18,25.788624,-81.418519
1308337,2015-03-08,-17.0702833333,179.1058966667
1308408,2015-03-08,-17.0702833333,179.1058966667
1313244,2015-03-22,57.04805047,-135.33937714
1323896,2015-03-18,33.711437,-118.283627
1326027,2012-04-21,36.530731,-6.305958
1330007,2015-03-21,36.94915306,-122.06139659
1334819,2015-02-16,33.705777,-118.287864
1336498,2015-03-24,37.4951388889,-122.4983722222
1337670,2015-03-18,33.707903,-118.285601
1338243,2015-03-10,-17.277455,178.56793
1338683,2015-03-10,-17.277455,178.56793
1340188,2015-03-11,-17.346455,178.43397
1342003,2015-03-26,24.81413,-80.82181
1348838,2015-03-29,22.204888,114.129152
1350423,2015-03-30,48.4524083333,-122.9624866667
1350508,2015-03-30,48.452478,-122.962434
1350774,2015-03-30,48.452429,-122.962464
1351369,2015-03-30,48.45443313,-122.96312687
1351594,2015-03-30,48.450377,-122.962955
1351884,2015-03-30,48.450245,-122.9627916667
1351963,2015-03-30,48.450377,-122.962955
1352197,2012-03-23,25.62261,56.274071
1352202,2014-03-14,23.855556,58.088056
1352357,2015-03-24,-14.991215,47.226911
1359668,2015-04-02,48.606925,-123.1559361667
1359810,2015-04-02,48.60636,-123.155562
1359882,2015-04-02,48.607425,-123.154239
1359910,2015-04-02,48.6074495456,-123.1539087185
1360134,2015-04-02,48.6047863,-123.1479101
1360274,2015-04-02,48.6083634664,-123.1564144046
1360776,2015-04-02,48.6076366667,-123.1537695
1361326,2015-04-02,48.60732,-123.154496
1363015,2015-04-02,48.6076202011,-123.1537300163
1366343,2015-03-15,-17.2988133333,178.22852
1371564,2015-04-01,48.545521,-123.011888
1375608,2015-04-03,18.30031,-76.820525
1376333,2015-04-05,32.679669,-117.180095
1376730,2014-01-01,48.166116,-123.701963
1377812,2015-04-01,48.54536,-123.014116
1407553,2015-04-14,33.707305,-118.2856533333
1408345,2015-02-19,38.512887,-123.247603
1408672,2014-09-07,35.13279,139.63078
1410049,2015-04-14,33.708388,-118.285072
1410994,2015-04-20,41.056622,-124.143051
1413682,2015-04-22,13.6539712362,144.8622585834
1414173,2015-04-22,13.523699,144.803477
1423247,2015-04-25,-20.367626,57.736895
1424211,2015-04-25,33.705491,-118.28806
1425306,2015-04-21,33.711437,-118.283627
1427770,2015-04-14,33.7054966667,-118.2886283333
1429701,2015-04-21,33.7068033333,-118.2860333333
1429841,2015-04-26,33.7072916667,-118.2856616667
1430361,2015-04-18,60.960319,5.070362
1433543,2015-02-23,-13.414334,48.306069
1438421,2014-12-28,26.4918327332,-78.6961669922
1458125,2015-05-01,26.137573,-97.1764
1458592,2015-05-03,23.183071,-97.767401
1465388,2015-05-06,19.356194,-81.283452
1468228,2015-05-09,34.406553,-119.878292
1468763,2015-05-09,34.407074,-119.877289
1468779,2015-05-09,34.40769,-119.879888
1470118,2015-05-09,34.4065708202,-119.8783468736
1486476,2015-05-13,19.736569,-155.012672
1490527,2014-06-11,21.036061,-86.777793
1491432,2015-05-10,19.920825,-155.890836
1492150,2015-05-14,40.452956,-73.99498
1494105,2015-05-06,7.26167,134.516602
1495344,2015-05-11,9.6495083437,122.3734008895
1495826,2015-05-10,18.343446,-64.67823
1500957,2015-05-17,34.767887,134.748835
1502951,2015-05-17,60.957488,5.128673
1503554,2015-05-17,60.955925,5.129167
1505385,2015-05-15,25.27932,51.52245
1510705,2015-05-16,21.41263,-158.193016
1512738,2015-05-03,18.341165,-64.717712
1512774,2015-05-19,21.872791,-159.452359
1515278,2014-09-19,12.001523,93.006874
1521977,2015-05-21,37.1811361111,-122.3814555556
1524265,2014-12-07,20.50075,-87.22647
1527635,2015-05-22,38.4175,-123.1076111111
1527658,2015-05-22,38.4176111111,-123.106875
1528280,2015-05-22,48.43075,-123.447491
1528637,2015-05-22,48.430379,-123.448074
1530972,2015-05-22,48.142245,-122.79023
1530979,2015-05-22,48.142245,-122.79023
1531617,2015-05-20,37.4947833333,-122.4988555556
1531800,2015-05-23,48.43263504,-123.45188953
1531801,2015-05-23,48.43264655,-123.45189228
1532062,2015-05-23,48.434764,-123.452186
1532210,2015-05-23,48.431078,-123.448761
1532252,2015-05-23,48.430949,-123.447505
1532259,2015-05-23,48.431089,-123.448607
1532552,2015-05-23,48.43105879,-123.44867049
1532626,2015-05-23,48.4310646057,-123.4487915039
1532731,2015-05-23,48.431078,-123.448726
1532793,2015-05-23,48.43066244,-123.44792518
